wheny,month,year,hb,specialty_name,all_staffed_beddays,total_occupied_beddays,percentage_occupancy,hb_name,population_catchment
2021-04-01,Apr,2021,S92000003,Learning Disability,19700,15881,80.61421319796955,NA,low population
2021-04-01,Apr,2021,S92000003,Learning Disability Grouping,19700,15881,80.61421319796955,NA,low population
2020-04-01,Apr,2020,S92000003,Learning Disability,20519,15346,74.78921974755106,NA,low population
2020-04-01,Apr,2020,S92000003,Learning Disability Grouping,20519,15346,74.78921974755106,NA,low population
2020-04-01,Apr,2020,S92000003,Unspecified,21092,0,0,NA,low population
2020-04-01,Apr,2020,S92000003,Other Grouping,21114,22,0.10419626787913236,NA,low population
2019-04-01,Apr,2019,S92000003,Learning Disability,21352,17504,81.97826901461222,NA,low population
2019-04-01,Apr,2019,S92000003,Learning Disability Grouping,21352,17504,81.97826901461222,NA,low population
2018-04-01,Apr,2018,S92000003,Learning Disability,21491,17698,82.35075147736264,NA,low population
2018-04-01,Apr,2018,S92000003,Learning Disability Grouping,21491,17698,82.35075147736264,NA,low population
2020-04-01,Apr,2020,S92000003,Urology,23076,10918,47.31322586236783,NA,low population
2018-04-01,Apr,2018,S92000003,Gastroenterology,23496,21915,93.27119509703782,NA,low population
2018-04-01,Apr,2018,S92000003,Urology,23877,19164,80.26133936424176,NA,low population
2017-04-01,Apr,2017,S92000003,Learning Disability,24060,20219,84.03574397339986,NA,low population
2017-04-01,Apr,2017,S92000003,Learning Disability Grouping,24060,20219,84.03574397339986,NA,low population
2019-04-01,Apr,2019,S92000003,Urology,24095,20591,85.45756380991908,NA,low population
2017-04-01,Apr,2017,S92000003,Gastroenterology,25139,23136,92.03230040972196,NA,low population
2021-04-01,Apr,2021,S92000003,Urology,25847,19529,75.55615738770459,NA,low population
2017-04-01,Apr,2017,S92000003,Urology,26064,20988,80.52486187845305,NA,low population
2020-04-01,Apr,2020,S92000003,Anaesthetics,26265,6965,26.518180087569014,NA,low population
2020-04-01,Apr,2020,S92000003,Gastroenterology,27187,20975,77.15084415345572,NA,low population
2019-04-01,Apr,2019,S92000003,Gastroenterology,28097,26839,95.52265366409226,NA,low population
2017-04-01,Apr,2017,S92000003,Forensic Psychiatry,29799,24798,83.2175576361623,NA,low population
2018-04-01,Apr,2018,S92000003,Rehabilitation Medicine,30124,24409,81.02841588102513,NA,low population
2018-04-01,Apr,2018,S92000003,Forensic Psychiatry,30152,26153,86.73719819580792,NA,low population
2021-04-01,Apr,2021,S92000003,Gastroenterology,30285,27911,92.16113587584611,NA,low population
2021-04-01,Apr,2021,S92000003,Forensic Psychiatry,30341,25968,85.5871592894104,NA,low population
2020-04-01,Apr,2020,S92000003,Forensic Psychiatry,30828,25518,82.77539898793306,NA,low population
2019-04-01,Apr,2019,S92000003,Forensic Psychiatry,30891,25980,84.1021656793241,NA,low population
2020-04-01,Apr,2020,S92000003,Rehabilitation Medicine,31570,22473,71.18466898954703,NA,low population
2021-04-01,Apr,2021,S92000003,Rehabilitation Medicine,32043,22684,70.79237274911839,NA,low population
2019-04-01,Apr,2019,S92000003,Rehabilitation Medicine,32075,26983,84.12470771628995,NA,low population
2017-04-01,Apr,2017,S92000003,Rehabilitation Medicine,33739,26471,78.45816414238716,NA,low population
2020-04-01,Apr,2020,S92000003,Cardiology,40622,28232,69.49928610112748,NA,low population
2020-04-01,Apr,2020,S92000003,Respiratory Medicine,40800,25295,61.99754901960787,NA,low population
2017-04-01,Apr,2017,S92000003,Respiratory Medicine,41303,38308,92.74871074740336,NA,low population
2021-04-01,Apr,2021,S92000003,Respiratory Medicine,41765,37977,90.9302047168682,NA,low population
2018-04-01,Apr,2018,S92000003,Respiratory Medicine,42370,40601,95.82487609157424,NA,low population
2019-04-01,Apr,2019,S92000003,Respiratory Medicine,43319,41706,96.27646067545422,NA,low population
2019-04-01,Apr,2019,S92000003,Cardiology,46968,43034,91.6240844830523,NA,low population
2018-04-01,Apr,2018,S92000003,Cardiology,47374,42624,89.97340313251996,NA,low population
2017-04-01,Apr,2017,S92000003,Cardiology,47539,42612,89.63587791076802,NA,low population
2021-04-01,Apr,2021,S92000003,Cardiology,49369,44674,90.48998359294292,NA,low population
2021-04-01,Apr,2021,S92000003,Obstetrics,59419,33849,56.96662683653379,NA,low population
2019-04-01,Apr,2019,S92000003,Paediatrics,59814,33540,56.07382886949545,NA,low population
2018-04-01,Apr,2018,S92000003,Paediatrics,59865,32747,54.701411509229096,NA,low population
2018-04-01,Apr,2018,S92000003,Obstetrics,59896,38984,65.08614932549754,NA,low population
2020-04-01,Apr,2020,S92000003,Obstetrics,60553,30022,49.57970703350784,NA,low population
2017-04-01,Apr,2017,S92000003,Paediatrics,60733,34827,57.344442066092576,NA,low population
2017-04-01,Apr,2017,S92000003,Obstetrics,60882,38227,62.78867317105221,NA,low population
2020-04-01,Apr,2020,S92000003,Paediatrics,61545,23226,37.73824031196686,NA,low population
2019-04-01,Apr,2019,S92000003,Obstetrics,61869,37824,61.13562527275373,NA,low population
2021-04-01,Apr,2021,S92000003,Paediatrics,62238,30678,49.29142967319002,NA,low population
2021-04-01,Apr,2021,S92000003,Community Grouping,62468,44939,71.93923288723828,NA,low population
2021-04-01,Apr,2021,S92000003,GP Other than Obstetrics,62468,44939,71.93923288723828,NA,low population
2018-04-01,Apr,2018,S92000003,Paediatrics Grouping,63970,35040,54.77567609817102,NA,low population
2019-04-01,Apr,2019,S92000003,Paediatrics Grouping,64259,36183,56.3080657962309,NA,low population
2017-04-01,Apr,2017,S92000003,Paediatrics Grouping,64772,37243,57.49861051071452,NA,low population
2020-04-01,Apr,2020,S92000003,Paediatrics Grouping,65900,25046,38.00606980273142,NA,low population
2021-04-01,Apr,2021,S92000003,Paediatrics Grouping,66706,32535,48.77372350313317,NA,low population
2020-04-01,Apr,2020,S92000003,GP Other than Obstetrics,71688,36880,51.44515121080238,NA,low population
2020-04-01,Apr,2020,S92000003,Community Grouping,71694,36886,51.44921471810753,NA,low population
2021-04-01,Apr,2021,S92000003,Geriatric Medicine - long stay unit,74900,50594,67.5487316421896,NA,low population
2019-04-01,Apr,2019,S92000003,Geriatric Medicine - long stay unit,77929,65325,83.82630343004531,NA,low population
2019-04-01,Apr,2019,S92000003,Community Grouping,77983,59038,75.70624366849187,NA,low population
2019-04-01,Apr,2019,S92000003,GP Other than Obstetrics,77983,59038,75.70624366849187,NA,low population
2020-04-01,Apr,2020,S92000003,Geriatric Medicine - long stay unit,78096,47833,61.24897561975007,NA,low population
2020-04-01,Apr,2020,S92000003,Trauma and Orthopaedic Surgery,79406,47291,59.55595295065865,NA,low population
2021-04-01,Apr,2021,S92000003,Women and Newborn Grouping,80115,42834,53.46564313798915,NA,low population
2018-04-01,Apr,2018,S92000003,Women and Newborn Grouping,80821,50191,62.10143403323395,NA,low population
2017-04-01,Apr,2017,S92000003,Women and Newborn Grouping,81611,49056,60.10954405656102,NA,low population
2017-04-01,Apr,2017,S92000003,Community Grouping,81818,60053,73.39827421838716,NA,low population
2017-04-01,Apr,2017,S92000003,GP Other than Obstetrics,81818,60053,73.39827421838716,NA,low population
2018-04-01,Apr,2018,S92000003,Community Grouping,82095,63108,76.87191668189294,NA,low population
2018-04-01,Apr,2018,S92000003,GP Other than Obstetrics,82095,63108,76.87191668189294,NA,low population
2020-04-01,Apr,2020,S92000003,Women and Newborn Grouping,82289,35855,43.57204486626403,NA,low population
2019-04-01,Apr,2019,S92000003,Women and Newborn Grouping,84079,48623,57.83013594357689,NA,low population
2018-04-01,Apr,2018,S92000003,Geriatric Medicine - long stay unit,88473,65014,73.48456591276435,NA,low population
2021-04-01,Apr,2021,S92000003,Trauma and Orthopaedic Surgery,90953,73858,81.20457818873484,NA,low population
2017-04-01,Apr,2017,S92000003,Geriatric Medicine - long stay unit,101183,78634,77.71463585780222,NA,low population
2018-04-01,Apr,2018,S92000003,Trauma and Orthopaedic Surgery,107031,87419,81.67633676224646,NA,low population
2019-04-01,Apr,2019,S92000003,Trauma and Orthopaedic Surgery,107651,84599,78.58635776722929,NA,low population
2017-04-01,Apr,2017,S92000003,Trauma and Orthopaedic Surgery,111358,85373,76.6653495932039,NA,low population
2021-04-01,Apr,2021,S92000003,Psychiatry of Old Age,132628,92333,69.61802937539585,NA,low population
2020-04-01,Apr,2020,S92000003,General Surgery,142019,77731,54.73281743992002,NA,low population
2020-04-01,Apr,2020,S92000003,Psychiatry of Old Age,143859,95037,66.06260296540363,NA,low population
2020-04-01,Apr,2020,S92000003,General Psychiatry (Mental Illness),147066,102156,69.46269022071723,NA,low population
2019-04-01,Apr,2019,S92000003,Psychiatry of Old Age,149596,109839,73.42375464584616,NA,low population
2021-04-01,Apr,2021,S92000003,General Psychiatry (Mental Illness),150752,126542,83.9405115686691,NA,low population
2021-04-01,Apr,2021,S92000003,General Surgery,151885,117628,77.44543569147712,NA,low population
2018-04-01,Apr,2018,S92000003,General Surgery,155540,125469,80.66670952809568,NA,low population
2019-04-01,Apr,2019,S92000003,General Surgery,155911,125106,80.24193289761467,NA,low population
2018-04-01,Apr,2018,S92000003,Psychiatry of Old Age,157814,118589,75.14479070297948,NA,low population
2017-04-01,Apr,2017,S92000003,General Surgery,161430,130432,80.7978690454067,NA,low population
2017-04-01,Apr,2017,S92000003,General Psychiatry (Mental Illness),161737,135929,84.04323067696322,NA,low population
2019-04-01,Apr,2019,S92000003,General Psychiatry (Mental Illness),161792,128770,79.58984375000001,NA,low population
2017-04-01,Apr,2017,S92000003,Psychiatry of Old Age,164621,124004,75.32696314564973,NA,low population
2018-04-01,Apr,2018,S92000003,General Psychiatry (Mental Illness),165362,128752,77.8606935087868,NA,low population
2020-04-01,Apr,2020,S92000003,Geriatric Medicine - units other than long stay,253907,181656,71.54430559220503,NA,low population
2021-04-01,Apr,2021,S92000003,Geriatric Medicine - units other than long stay,264910,235789,89.00720999584766,NA,low population
2019-04-01,Apr,2019,S92000003,Geriatric Medicine - units other than long stay,269718,253591,94.02079208654963,NA,low population
2018-04-01,Apr,2018,S92000003,Geriatric Medicine - units other than long stay,284766,264095,92.7410575700751,NA,low population
2017-04-01,Apr,2017,S92000003,Geriatric Medicine - units other than long stay,293595,270762,92.22296020027588,NA,low population
2017-04-01,Apr,2017,S92000003,General Medicine,307759,273474,88.85978964059542,NA,low population
2018-04-01,Apr,2018,S92000003,General Medicine,309202,273323,88.39625875641168,NA,low population
2019-04-01,Apr,2019,S92000003,General Medicine,311313,273160,87.74448866574798,NA,low population
2021-04-01,Apr,2021,S92000003,Mental Health Grouping,320053,248431,77.621831384177,NA,low population
2020-04-01,Apr,2020,S92000003,Mental Health Grouping,326248,225313,69.06187930653982,NA,low population
2021-04-01,Apr,2021,S92000003,General Medicine,327017,271157,82.91831923111033,NA,low population
2020-04-01,Apr,2020,S92000003,Surgery Grouping,330510,170831,51.687089649329856,NA,low population
2020-04-01,Apr,2020,S92000003,General Medicine,335669,202295,60.26621463405916,NA,low population
2021-04-01,Apr,2021,S92000003,Surgery Grouping,346175,260926,75.3740160323536,NA,low population
2019-04-01,Apr,2019,S92000003,Mental Health Grouping,347314,268349,77.2640895558486,NA,low population
2018-04-01,Apr,2018,S92000003,Mental Health Grouping,358186,276880,77.30062034808732,NA,low population
2017-04-01,Apr,2017,S92000003,Mental Health Grouping,361213,288838,79.96334572675957,NA,low population
2018-04-01,Apr,2018,S92000003,Surgery Grouping,361939,286649,79.19815217481401,NA,low population
2019-04-01,Apr,2019,S92000003,Surgery Grouping,362377,287534,79.34664727617924,NA,low population
2017-04-01,Apr,2017,S92000003,Surgery Grouping,375201,290591,77.44942044397538,NA,low population
2020-04-01,Apr,2020,S92000003,Medical Grouping,825923,541291,65.53770751026428,NA,low population
2019-04-01,Apr,2019,S92000003,Medical Grouping,826732,748084,90.48688087554372,NA,low population
2018-04-01,Apr,2018,S92000003,Medical Grouping,840701,755198,89.82955890381956,NA,low population
2021-04-01,Apr,2021,S92000003,Medical Grouping,842979,714371,84.74362943798127,NA,low population
2017-04-01,Apr,2017,S92000003,Medical Grouping,853158,761056,89.20457875329072,NA,low population
2020-04-01,Apr,2020,S92000003,All Acute,1156433,712122,61.57918357570219,NA,low population
2019-04-01,Apr,2019,S92000003,All Acute,1189109,1035618,87.09193185822328,NA,low population
2021-04-01,Apr,2021,S92000003,All Acute,1189154,975297,82.0160382927695,NA,low population
2018-04-01,Apr,2018,S92000003,All Acute,1202640,1041847,86.62999733918713,NA,low population
2017-04-01,Apr,2017,S92000003,All Acute,1228359,1051647,85.61397767265107,NA,low population
2020-04-01,Apr,2020,S92000003,All Specialties,1827624,1099620,60.16664259169283,NA,low population
2021-04-01,Apr,2021,S92000003,All Specialties,1834317,1412553,77.00702768387363,NA,low population
2019-04-01,Apr,2019,S92000003,All Specialties,1877984,1532860,81.6226336326614,NA,low population
2018-04-01,Apr,2018,S92000003,All Specialties,1912425,1552301,81.16924846726016,NA,low population
2017-04-01,Apr,2017,S92000003,All Specialties,1958447,1588400,81.10507968814068,NA,low population
2019-07-01,Jul,2019,S92000003,Physiological Measurement,1,1,100,NA,low population
2019-07-01,Jul,2019,S92000003,Restorative Dentistry,1,1,100,NA,low population
2020-07-01,Jul,2020,S92000003,Community Dental Practice,1,1,100,NA,low population
2021-07-01,Jul,2021,S92000003,Genito-Urinary Medicine,1,1,100,NA,low population
2021-07-01,Jul,2021,S92000003,Obstetrics & Gynaecology,1,1,100,NA,low population
2021-07-01,Jul,2021,S92000003,Obstetrics Grouping,1,1,100,NA,low population
2017-07-01,Jul,2017,S92000003,Orthodontics,2,2,100,NA,low population
2018-07-01,Jul,2018,S92000003,Restorative Dentistry,2,2,100,NA,low population
2020-07-01,Jul,2020,S92000003,Oral Surgery,2,2,100,NA,low population
2021-07-01,Jul,2021,S92000003,Physiotherapy,2,2,100,NA,low population
2019-07-01,Jul,2019,S92000003,General nursing,3,3,100,NA,low population
2019-07-01,Jul,2019,S92000003,Immunology,3,3,100,NA,low population
2020-07-01,Jul,2020,S92000003,Dental Grouping,3,3,100,NA,low population
2020-07-01,Jul,2020,S92000003,Integrative Care,3,3,100,NA,low population
2019-07-01,Jul,2019,S92000003,Community Dental Practice,4,4,100,NA,low population
2020-07-01,Jul,2020,S92000003,Clinical Radiology,4,4,100,NA,low population
2021-07-01,Jul,2021,S92000003,Community Dental Practice,4,4,100,NA,low population
2021-07-01,Jul,2021,S92000003,Orthodontics,5,5,100,NA,low population
2018-07-01,Jul,2018,S92000003,Obstetrics & Gynaecology,7,7,100,NA,low population
2018-07-01,Jul,2018,S92000003,Obstetrics Grouping,7,7,100,NA,low population
2019-07-01,Jul,2019,S92000003,Orthodontics,7,7,100,NA,low population
2017-07-01,Jul,2017,S92000003,Restorative Dentistry,9,9,100,NA,low population
2021-07-01,Jul,2021,S92000003,Oral Surgery,9,9,100,NA,low population
2017-07-01,Jul,2017,S92000003,Obstetrics & Gynaecology,10,10,100,NA,low population
2017-07-01,Jul,2017,S92000003,Obstetrics Grouping,10,10,100,NA,low population
2020-07-01,Jul,2020,S92000003,Immunology,13,13,100,NA,low population
2018-07-01,Jul,2018,S92000003,Paediatric Dentistry,14,14,100,NA,low population
2021-07-01,Jul,2021,S92000003,Paediatric Dentistry,14,14,100,NA,low population
2019-07-01,Jul,2019,S92000003,Obstetrics & Gynaecology,15,15,100,NA,low population
2019-07-01,Jul,2019,S92000003,Obstetrics Grouping,15,15,100,NA,low population
2021-07-01,Jul,2021,S92000003,Immunology,15,15,100,NA,low population
2018-07-01,Jul,2018,S92000003,Clinical Radiology,17,17,100,NA,low population
2019-07-01,Jul,2019,S92000003,Clinical Radiology,17,17,100,NA,low population
2017-07-01,Jul,2017,S92000003,Paediatric Dentistry,18,18,100,NA,low population
2019-07-01,Jul,2019,S92000003,Paediatric Dentistry,18,18,100,NA,low population
2021-07-01,Jul,2021,S92000003,Dental Grouping,18,18,100,NA,low population
2020-07-01,Jul,2020,S92000003,Paediatric Dentistry,24,24,100,NA,low population
2018-07-01,Jul,2018,S92000003,Community Dental Practice,30,30,100,NA,low population
2017-07-01,Jul,2017,S92000003,Clinical Radiology,31,31,100,NA,low population
2017-07-01,Jul,2017,S92000003,Immunology,83,48,57.83132530120483,NA,low population
2018-07-01,Jul,2018,S92000003,Immunology,87,6,6.896551724137932,NA,low population
2021-07-01,Jul,2021,S92000003,Clinical Radiology,143,143,100,NA,low population
2021-07-01,Jul,2021,S92000003,Dermatology,150,82,54.66666666666667,NA,low population
2018-07-01,Jul,2018,S92000003,Oral Surgery,274,32,11.678832116788325,NA,low population
2019-07-01,Jul,2019,S92000003,Oral Surgery,299,22,7.3578595317725775,NA,low population
2018-07-01,Jul,2018,S92000003,Dental Grouping,306,64,20.91503267973856,NA,low population
2019-07-01,Jul,2019,S92000003,Dental Grouping,311,34,10.932475884244374,NA,low population
2017-07-01,Jul,2017,S92000003,Oral Surgery,410,148,36.09756097560977,NA,low population
2020-07-01,Jul,2020,S92000003,Dermatology,443,345,77.8781038374718,NA,low population
2017-07-01,Jul,2017,S92000003,Community Dental Practice,558,6,1.0752688172043012,NA,low population
2017-07-01,Jul,2017,S92000003,Dental Grouping,979,165,16.853932584269668,NA,low population
2019-07-01,Jul,2019,S92000003,GP Obstetrics,1241,66,5.318291700241742,NA,low population
2021-07-01,Jul,2021,S92000003,GP Obstetrics,1291,32,2.478698683191325,NA,low population
2020-07-01,Jul,2020,S92000003,GP Obstetrics,1329,64,4.815650865312265,NA,low population
2018-07-01,Jul,2018,S92000003,GP Obstetrics,1385,174,12.563176895306858,NA,low population
2019-07-01,Jul,2019,S92000003,Dermatology,1499,1403,93.59573048699131,NA,low population
2017-07-01,Jul,2017,S92000003,GP Obstetrics,1500,141,9.400000000000002,NA,low population
2018-07-01,Jul,2018,S92000003,Dermatology,2211,1695,76.66214382632295,NA,low population
2017-07-01,Jul,2017,S92000003,Endocrinology & Diabetes,2419,2303,95.20463001240184,NA,low population
2019-07-01,Jul,2019,S92000003,Endocrinology & Diabetes,2440,2197,90.04098360655739,NA,low population
2017-07-01,Jul,2017,S92000003,Dermatology,2627,2332,88.77046060144653,NA,low population
2021-07-01,Jul,2021,S92000003,Endocrinology & Diabetes,2739,2198,80.24826579043449,NA,low population
2018-07-01,Jul,2018,S92000003,Midwifery,2877,1105,38.40806395550922,NA,low population
2017-07-01,Jul,2017,S92000003,Midwifery,3027,1184,39.114634952097795,NA,low population
2020-07-01,Jul,2020,S92000003,Endocrinology & Diabetes,3049,2588,84.88028861921943,NA,low population
2018-07-01,Jul,2018,S92000003,Endocrinology & Diabetes,3203,2996,93.53730877302527,NA,low population
2020-07-01,Jul,2020,S92000003,Ophthalmology,3297,1498,45.43524416135882,NA,low population
2017-07-01,Jul,2017,S92000003,Rheumatology,3395,2799,82.44477172312226,NA,low population
2019-07-01,Jul,2019,S92000003,Midwifery,3400,1008,29.647058823529413,NA,low population
2021-07-01,Jul,2021,S92000003,Midwifery,3485,1041,29.870875179340036,NA,low population
2021-07-01,Jul,2021,S92000003,Ophthalmology,3492,1734,49.65635738831616,NA,low population
2019-07-01,Jul,2019,S92000003,Paediatric Surgery,3935,2164,54.99364675984753,NA,low population
2021-07-01,Jul,2021,S92000003,Paediatric Surgery,3959,1599,40.38898711795909,NA,low population
2020-07-01,Jul,2020,S92000003,Midwifery,4038,1407,34.84398216939079,NA,low population
2018-07-01,Jul,2018,S92000003,Paediatric Surgery,4054,2241,55.27873704982734,NA,low population
2021-07-01,Jul,2021,S92000003,Accident & Emergency,4116,2135,51.87074829931973,NA,low population
2021-07-01,Jul,2021,S92000003,Emergency Grouping,4116,2135,51.87074829931973,NA,low population
2018-07-01,Jul,2018,S92000003,Ophthalmology,4351,2583,59.36566306596186,NA,low population
2020-07-01,Jul,2020,S92000003,Accident & Emergency,4430,2060,46.50112866817157,NA,low population
2020-07-01,Jul,2020,S92000003,Emergency Grouping,4430,2060,46.50112866817157,NA,low population
2018-07-01,Jul,2018,S92000003,Intensive Care Medicine,4471,3018,67.5016774770745,NA,low population
2020-07-01,Jul,2020,S92000003,Paediatric Surgery,4499,2145,47.67726161369194,NA,low population
2020-07-01,Jul,2020,S92000003,Rheumatology,4510,3602,79.86696230598672,NA,low population
2017-07-01,Jul,2017,S92000003,Ophthalmology,4515,2674,59.22480620155041,NA,low population
2018-07-01,Jul,2018,S92000003,Accident & Emergency,4861,2379,48.94054721250772,NA,low population
2018-07-01,Jul,2018,S92000003,Emergency Grouping,4861,2379,48.94054721250772,NA,low population
2021-07-01,Jul,2021,S92000003,Rheumatology,4871,4393,90.18681995483472,NA,low population
2018-07-01,Jul,2018,S92000003,Rheumatology,4912,4327,88.09039087947885,NA,low population
2019-07-01,Jul,2019,S92000003,Ophthalmology,4966,3369,67.84132098268223,NA,low population
2021-07-01,Jul,2021,S92000003,Child & Adolescent Psychiatry,5037,3216,63.847528290649215,NA,low population
2019-07-01,Jul,2019,S92000003,Child & Adolescent Psychiatry,5039,3754,74.49890851359397,NA,low population
2018-07-01,Jul,2018,S92000003,Child & Adolescent Psychiatry,5052,3228,63.89548693586699,NA,low population
2020-07-01,Jul,2020,S92000003,Child & Adolescent Psychiatry,5073,2843,56.04178986792826,NA,low population
2017-07-01,Jul,2017,S92000003,Paediatric Surgery,5145,2397,46.58892128279885,NA,low population
2017-07-01,Jul,2017,S92000003,Accident & Emergency,5242,2529,48.244944677603975,NA,low population
2017-07-01,Jul,2017,S92000003,Emergency Grouping,5242,2529,48.244944677603975,NA,low population
2019-07-01,Jul,2019,S92000003,Rheumatology,5290,4776,90.28355387523632,NA,low population
2019-07-01,Jul,2019,S92000003,Intensive Care Medicine,5762,4113,71.38146476917738,NA,low population
2017-07-01,Jul,2017,S92000003,Child & Adolescent Psychiatry,5892,3951,67.05702647657841,NA,low population
2019-07-01,Jul,2019,S92000003,Accident & Emergency,6187,2587,41.8134798771618,NA,low population
2019-07-01,Jul,2019,S92000003,Emergency Grouping,6187,2587,41.8134798771618,NA,low population
2021-07-01,Jul,2021,S92000003,Intensive Care Medicine,7256,5419,74.68302094818084,NA,low population
2017-07-01,Jul,2017,S92000003,Medical Oncology,7404,5764,77.84981091302001,NA,low population
2018-07-01,Jul,2018,S92000003,Medical Oncology,7414,5951,80.26706231454008,NA,low population
2019-07-01,Jul,2019,S92000003,Medical Oncology,7600,6409,84.32894736842108,NA,low population
2020-07-01,Jul,2020,S92000003,Intensive Care Medicine,7607,4159,54.67332719863285,NA,low population
2019-07-01,Jul,2019,S92000003,Neurology,7722,5909,76.52162652162653,NA,low population
2020-07-01,Jul,2020,S92000003,Plastic Surgery,7739,4500,58.14704742214758,NA,low population
2018-07-01,Jul,2018,S92000003,Neurology,7816,6257,80.05373592630502,NA,low population
2020-07-01,Jul,2020,S92000003,Medical Oncology,7869,5447,69.22099377303344,NA,low population
2017-07-01,Jul,2017,S92000003,Neurology,7979,6816,85.42423862639428,NA,low population
2021-07-01,Jul,2021,S92000003,Plastic Surgery,8288,5805,70.0410231660232,NA,low population
2021-07-01,Jul,2021,S92000003,Neurology,8310,6635,79.84356197352588,NA,low population
2020-07-01,Jul,2020,S92000003,Neurology,9172,5852,63.80287832533801,NA,low population
2021-07-01,Jul,2021,S92000003,Medical Oncology,9263,6266,67.64547122962324,NA,low population
2021-07-01,Jul,2021,S92000003,Palliative Medicine,9446,6990,73.99957654033454,NA,low population
2018-07-01,Jul,2018,S92000003,Other Grouping,9505,0,0,NA,low population
2018-07-01,Jul,2018,S92000003,Unspecified,9505,0,0,NA,low population
2020-07-01,Jul,2020,S92000003,Palliative Medicine,9571,6587,68.8224845888622,NA,low population
2019-07-01,Jul,2019,S92000003,Plastic Surgery,9767,6445,65.98750895873862,NA,low population
2018-07-01,Jul,2018,S92000003,Plastic Surgery,9926,6758,68.083820269998,NA,low population
2019-07-01,Jul,2019,S92000003,Infectious Diseases,9970,9205,92.3269809428285,NA,low population
2017-07-01,Jul,2017,S92000003,Other Grouping,10080,0,0,NA,low population
2017-07-01,Jul,2017,S92000003,Unspecified,10080,0,0,NA,low population
2021-07-01,Jul,2021,S92000003,"Ear, Nose & Throat (ENT)",10084,5945,58.95477984926617,NA,low population
2017-07-01,Jul,2017,S92000003,Infectious Diseases,10570,9816,92.86660359508042,NA,low population
2020-07-01,Jul,2020,S92000003,Infectious Diseases,10609,7919,74.64417004430202,NA,low population
2017-07-01,Jul,2017,S92000003,Plastic Surgery,10657,7218,67.73013043070284,NA,low population
2018-07-01,Jul,2018,S92000003,Infectious Diseases,10698,9835,91.93307160216864,NA,low population
2020-07-01,Jul,2020,S92000003,"Ear, Nose & Throat (ENT)",10935,5122,46.84042066758118,NA,low population
2019-07-01,Jul,2019,S92000003,Unspecified,11142,0,0,NA,low population
2019-07-01,Jul,2019,S92000003,Other Grouping,11143,1,0.00897424391994974,NA,low population
2019-07-01,Jul,2019,S92000003,"Ear, Nose & Throat (ENT)",11637,8784,75.4833720030936,NA,low population
2019-07-01,Jul,2019,S92000003,Palliative Medicine,11703,9603,82.05588310689568,NA,low population
2019-07-01,Jul,2019,S92000003,Anaesthetics,11924,6676,55.987923515598816,NA,low population
2018-07-01,Jul,2018,S92000003,Anaesthetics,12335,7097,57.53546817997569,NA,low population
2017-07-01,Jul,2017,S92000003,"Ear, Nose & Throat (ENT)",12418,8852,71.28362055081332,NA,low population
2018-07-01,Jul,2018,S92000003,"Ear, Nose & Throat (ENT)",12546,9018,71.87948350071737,NA,low population
2020-07-01,Jul,2020,S92000003,Clinical Oncology,13211,9163,69.35886761032474,NA,low population
2021-07-01,Jul,2021,S92000003,Unspecified,13456,0,0,NA,low population
2021-07-01,Jul,2021,S92000003,Other Grouping,13458,2,0.01486104919007282,NA,low population
2021-07-01,Jul,2021,S92000003,Clinical Oncology,13600,10577,77.77205882352942,NA,low population
2018-07-01,Jul,2018,S92000003,Clinical Oncology,14102,11437,81.10197135158134,NA,low population
2019-07-01,Jul,2019,S92000003,Clinical Oncology,14264,11999,84.12086371284353,NA,low population
2021-07-01,Jul,2021,S92000003,Neurosurgery,14475,12363,85.40932642487049,NA,low population
2021-07-01,Jul,2021,S92000003,Cardiothoracic Surgery,14779,11604,78.51681439880913,NA,low population
2020-07-01,Jul,2020,S92000003,Cardiothoracic Surgery,14880,11435,76.84811827956992,NA,low population
2021-07-01,Jul,2021,S92000003,Gynaecology,15026,8355,55.60362039132172,NA,low population
2019-07-01,Jul,2019,S92000003,Cardiothoracic Surgery,15513,13019,83.92316121962227,NA,low population
2017-07-01,Jul,2017,S92000003,Cardiothoracic Surgery,15866,12906,81.34375393924117,NA,low population
2018-07-01,Jul,2018,S92000003,Neurosurgery,15962,12841,80.44731236687134,NA,low population
2017-07-01,Jul,2017,S92000003,Clinical Oncology,16043,11953,74.50601508446051,NA,low population
2018-07-01,Jul,2018,S92000003,Palliative Medicine,16117,12731,78.99112738102625,NA,low population
2020-07-01,Jul,2020,S92000003,Gynaecology,16126,7101,44.034478481954615,NA,low population
2018-07-01,Jul,2018,S92000003,Cardiothoracic Surgery,16163,13369,82.71360514755925,NA,low population
2020-07-01,Jul,2020,S92000003,Renal Medicine,16260,13123,80.70725707257075,NA,low population
2017-07-01,Jul,2017,S92000003,Palliative Medicine,16295,12830,78.735808530224,NA,low population
2017-07-01,Jul,2017,S92000003,Neurosurgery,16417,13248,80.69683864287022,NA,low population
2020-07-01,Jul,2020,S92000003,Neurosurgery,16566,10558,63.73294699987928,NA,low population
2019-07-01,Jul,2019,S92000003,Neurosurgery,16660,13374,80.27611044417769,NA,low population
2021-07-01,Jul,2021,S92000003,Renal Medicine,16788,14466,86.16869192280203,NA,low population
2019-07-01,Jul,2019,S92000003,Renal Medicine,16813,14324,85.19597930173082,NA,low population
2018-07-01,Jul,2018,S92000003,Gynaecology,16887,10300,60.993663765026376,NA,low population
