date_ym,year,health_board,hospital_id,hospital_name,department_type,total_attendance,wait_lt_4hrs,wait_gt_4hrs,wait_gt_8hrs,wait_gt_12hrs,is_covid_year
2017-02-01,2017,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,4324,4292,32,0,0,FALSE
2017-02-01,2017,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,497,497,0,0,0,FALSE
2017-02-01,2017,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,80,80,0,0,0,FALSE
2017-02-01,2017,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,306,302,4,0,0,FALSE
2017-02-01,2017,Highland,C121H,Lorn & Islands Hospital,Emergency Department,488,485,3,1,1,FALSE
2017-02-01,2017,Highland,C122H,Campbeltown Hospital,Minor Injury Unit or Other,313,311,2,0,0,FALSE
2017-02-01,2017,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,169,169,0,0,0,FALSE
2017-02-01,2017,Highland,H103H,Caithness General Hospital,Emergency Department,501,453,48,8,3,FALSE
2017-02-01,2017,Highland,H106H,Lawson Memorial Hospital,Minor Injury Unit or Other,48,48,0,0,0,FALSE
2017-02-01,2017,Highland,H202H,Raigmore Hospital,Emergency Department,2476,2195,281,16,4,FALSE
2017-02-01,2017,Highland,H208H,Nairn Town and County Hospital,Minor Injury Unit or Other,365,364,1,0,0,FALSE
2017-02-01,2017,Highland,H210H,Ian Charles Community Hospital,Minor Injury Unit or Other,44,44,0,0,0,FALSE
2017-02-01,2017,Highland,H212H,Belford Hospital,Emergency Department,582,556,26,0,0,FALSE
2017-02-01,2017,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,265,265,0,0,0,FALSE
2017-02-01,2017,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,152,152,0,0,0,FALSE
2017-02-01,2017,Highland,H217H,Ross Memorial Hospital,Minor Injury Unit or Other,50,50,0,0,0,FALSE
2017-02-01,2017,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,108,108,0,0,0,FALSE
2017-02-01,2017,Highland,H224H,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,287,280,7,0,0,FALSE
2017-02-01,2017,Highland,H227B,NA,Minor Injury Unit or Other,134,134,0,0,0,FALSE
2017-02-01,2017,Highland,H227H,Mull and Iona Community Hospital,Minor Injury Unit or Other,88,88,0,0,0,FALSE
2017-02-01,2017,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,5084,4899,185,14,2,FALSE
2017-02-01,2017,Lanarkshire,L206H,Kello Hospital,Minor Injury Unit or Other,67,67,0,0,0,FALSE
2017-02-01,2017,Lanarkshire,L207H,Lady Home Cottage Hospital,Minor Injury Unit or Other,80,80,0,0,0,FALSE
2017-02-01,2017,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,4821,4198,623,113,48,FALSE
2017-02-01,2017,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,5114,4299,815,132,31,FALSE
2017-02-01,2017,Lothian,S108H,Edington Cottage Hospital,Minor Injury Unit or Other,108,108,0,0,0,FALSE
2017-02-01,2017,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,3511,2931,580,217,108,FALSE
2017-02-01,2017,Lothian,S308H,St John's Hospital,Emergency Department,4009,3827,182,11,0,FALSE
2017-02-01,2017,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,8904,8391,513,129,19,FALSE
2017-02-01,2017,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,3531,3450,81,2,0,FALSE
2017-02-01,2017,Orkney,R103H,The Balfour,Emergency Department,428,402,26,1,0,FALSE
2017-02-01,2017,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,584,576,8,0,0,FALSE
2017-02-01,2017,Tayside,T101H,Ninewells Hospital,Emergency Department,3510,3450,60,3,0,FALSE
2017-02-01,2017,Tayside,T202H,Perth Royal Infirmary,Emergency Department,1742,1708,34,0,0,FALSE
2017-02-01,2017,Tayside,T205H,St Margaret's Hospital,Minor Injury Unit or Other,26,26,0,0,0,FALSE
2017-02-01,2017,Tayside,T209H,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,237,235,2,0,0,FALSE
2017-02-01,2017,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,940,940,0,0,0,FALSE
2017-02-01,2017,Tayside,T305H,Brechin Infirmary,Minor Injury Unit or Other,163,163,0,0,0,FALSE
2017-02-01,2017,Tayside,T316H,Crieff Community Hospital,Minor Injury Unit or Other,82,82,0,0,0,FALSE
2017-02-01,2017,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,419,419,0,0,0,FALSE
2017-02-01,2017,Tayside,T320H,Pitlochry Community Hospital,Minor Injury Unit or Other,139,139,0,0,0,FALSE
2017-02-01,2017,Tayside,T357C,NA,Minor Injury Unit or Other,335,335,0,0,0,FALSE
2017-02-01,2017,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,34,34,0,0,0,FALSE
2017-02-01,2017,Western Isles,W107H,Western Isles Hospital,Emergency Department,481,481,0,0,0,FALSE
2017-02-01,2017,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,85,85,0,0,0,FALSE
2017-03-01,2017,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,213,210,3,0,0,FALSE
2017-03-01,2017,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,58,58,0,0,0,FALSE
2017-03-01,2017,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,5991,5523,468,73,21,FALSE
2017-03-01,2017,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,3833,3665,168,21,2,FALSE
2017-03-01,2017,Ayrshire and Arran,A216H,Girvan Community Hospital,Minor Injury Unit or Other,85,85,0,0,0,FALSE
2017-03-01,2017,Borders,B103H,The Knoll Hospital,Minor Injury Unit or Other,7,7,0,0,0,FALSE
2017-03-01,2017,Borders,B105H,Hawick Community  Hospital,Minor Injury Unit or Other,84,84,0,0,0,FALSE
2017-03-01,2017,Borders,B114H,Kelso Hospital,Minor Injury Unit or Other,6,6,0,0,0,FALSE
2017-03-01,2017,Borders,B118H,Hay Lodge Hospital,Minor Injury Unit or Other,33,33,0,0,0,FALSE
2017-03-01,2017,Borders,B120H,Borders General Hospital,Emergency Department,2401,2229,172,9,3,FALSE
2017-03-01,2017,Dumfries and Galloway,Y101H,Castle Douglas Community Hospital,Minor Injury Unit or Other,20,20,0,0,0,FALSE
2017-03-01,2017,Dumfries and Galloway,Y106H,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,36,36,0,0,0,FALSE
2017-03-01,2017,Dumfries and Galloway,Y109H,Moffat Community Hospital,Minor Injury Unit or Other,1,1,0,0,0,FALSE
2017-03-01,2017,Dumfries and Galloway,Y110H,Newton Stewart Hospital,Minor Injury Unit or Other,4,4,0,0,0,FALSE
2017-03-01,2017,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,939,904,35,5,0,FALSE
2017-03-01,2017,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,3163,2936,227,5,0,FALSE
2017-03-01,2017,Fife,F704H,Victoria Hospital,Emergency Department,5324,4958,366,35,5,FALSE
2017-03-01,2017,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,178,178,0,0,0,FALSE
2017-03-01,2017,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,263,263,0,0,0,FALSE
2017-03-01,2017,Fife,F805H,Queen Margaret Hospital,Minor Injury Unit or Other,1895,1894,1,0,0,FALSE
2017-03-01,2017,Forth Valley,V201H,Stirling Community Hospital,Minor Injury Unit or Other,1315,1312,3,0,0,FALSE
2017-03-01,2017,Forth Valley,V217H,Forth Valley Royal Hospital,Emergency Department,5493,5302,191,2,0,FALSE
2017-03-01,2017,Grampian,N101H,Aberdeen Royal Infirmary,Emergency Department,4856,4522,334,8,0,FALSE
2017-03-01,2017,Grampian,N121H,Royal Aberdeen Children's Hospital,Emergency Department,1489,1459,30,0,0,FALSE
2017-03-01,2017,Grampian,N151H,Aboyne Hospital,Minor Injury Unit or Other,80,80,0,0,0,FALSE
2017-03-01,2017,Grampian,N331H,Inverurie Hospital,Minor Injury Unit or Other,7,7,0,0,0,FALSE
2017-03-01,2017,Grampian,N332H,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,30,30,0,0,0,FALSE
2017-03-01,2017,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,1325,1322,3,0,0,FALSE
2017-03-01,2017,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,685,683,2,0,0,FALSE
2017-03-01,2017,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,260,256,4,0,0,FALSE
2017-03-01,2017,Grampian,N336H,Turriff Cottage Hospital,Minor Injury Unit or Other,176,176,0,0,0,FALSE
2017-03-01,2017,Grampian,N337H,Chalmers Hospital,Minor Injury Unit or Other,285,280,5,0,0,FALSE
2017-03-01,2017,Grampian,N411H,Dr Gray's Hospital,Emergency Department,2137,2057,80,1,0,FALSE
2017-03-01,2017,Grampian,N431H,Seafield Hospital,Minor Injury Unit or Other,59,59,0,0,0,FALSE
2017-03-01,2017,Grampian,N432H,Stephen Cottage Hospital,Minor Injury Unit or Other,18,18,0,0,0,FALSE
2017-03-01,2017,Grampian,N433H,Turner Memorial Hospital,Minor Injury Unit or Other,93,93,0,0,0,FALSE
2017-03-01,2017,Grampian,N451H,Fleming Cottage Hospital,Minor Injury Unit or Other,12,12,0,0,0,FALSE
2017-03-01,2017,Grampian,N494H,Kincardine Community Hospital,Minor Injury Unit or Other,93,93,0,0,0,FALSE
2017-03-01,2017,Grampian,N683C,NA,Minor Injury Unit or Other,38,38,0,0,0,FALSE
2017-03-01,2017,Greater Glasgow and Clyde,C206H,Vale of Leven General Hospital,Minor Injury Unit or Other,1532,1501,31,0,0,FALSE
2017-03-01,2017,Greater Glasgow and Clyde,C313H,Inverclyde Royal Hospital,Emergency Department,2769,2637,132,5,0,FALSE
2017-03-01,2017,Greater Glasgow and Clyde,C418H,Royal Alexandra Hospital,Emergency Department,5821,5208,613,23,1,FALSE
2017-03-01,2017,Greater Glasgow and Clyde,G107H,Glasgow Royal Infirmary,Emergency Department,7715,6658,1057,20,0,FALSE
2017-03-01,2017,Greater Glasgow and Clyde,G207H,Stobhill Hospital,Minor Injury Unit or Other,1847,1847,0,0,0,FALSE
2017-03-01,2017,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Minor Injury Unit or Other,2837,2836,1,0,0,FALSE
2017-03-01,2017,Greater Glasgow and Clyde,G405H,Queen Elizabeth University Hospital,Emergency Department,8367,6848,1519,105,13,FALSE
2017-03-01,2017,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,5424,5402,22,0,0,FALSE
2017-03-01,2017,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,591,591,0,0,0,FALSE
2017-03-01,2017,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,99,99,0,0,0,FALSE
2017-03-01,2017,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,312,308,4,0,0,FALSE
2017-03-01,2017,Highland,C121H,Lorn & Islands Hospital,Emergency Department,605,592,13,2,0,FALSE
2017-03-01,2017,Highland,C122H,Campbeltown Hospital,Minor Injury Unit or Other,464,463,1,0,0,FALSE
2017-03-01,2017,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,154,154,0,0,0,FALSE
2017-03-01,2017,Highland,H103H,Caithness General Hospital,Emergency Department,627,598,29,6,0,FALSE
2017-03-01,2017,Highland,H106H,Lawson Memorial Hospital,Minor Injury Unit or Other,45,45,0,0,0,FALSE
2017-03-01,2017,Highland,H202H,Raigmore Hospital,Emergency Department,2806,2621,185,6,0,FALSE
2017-03-01,2017,Highland,H208H,Nairn Town and County Hospital,Minor Injury Unit or Other,417,417,0,0,0,FALSE
2017-03-01,2017,Highland,H210H,Ian Charles Community Hospital,Minor Injury Unit or Other,72,72,0,0,0,FALSE
2017-03-01,2017,Highland,H212H,Belford Hospital,Emergency Department,670,651,19,0,0,FALSE
2017-03-01,2017,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,366,366,0,0,0,FALSE
2017-03-01,2017,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,181,181,0,0,0,FALSE
2017-03-01,2017,Highland,H217H,Ross Memorial Hospital,Minor Injury Unit or Other,45,45,0,0,0,FALSE
2017-03-01,2017,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,128,128,0,0,0,FALSE
2017-03-01,2017,Highland,H224H,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,343,336,7,0,0,FALSE
2017-03-01,2017,Highland,H227B,NA,Minor Injury Unit or Other,178,178,0,0,0,FALSE
2017-03-01,2017,Highland,H227H,Mull and Iona Community Hospital,Minor Injury Unit or Other,115,114,1,0,0,FALSE
2017-03-01,2017,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,5896,5615,281,7,1,FALSE
2017-03-01,2017,Lanarkshire,L206H,Kello Hospital,Minor Injury Unit or Other,55,55,0,0,0,FALSE
2017-03-01,2017,Lanarkshire,L207H,Lady Home Cottage Hospital,Minor Injury Unit or Other,79,79,0,0,0,FALSE
2017-03-01,2017,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,5493,4842,651,95,13,FALSE
2017-03-01,2017,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,5696,4913,783,109,25,FALSE
2017-03-01,2017,Lothian,S108H,Edington Cottage Hospital,Minor Injury Unit or Other,147,147,0,0,0,FALSE
2017-03-01,2017,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,3959,3688,271,49,14,FALSE
2017-03-01,2017,Lothian,S308H,St John's Hospital,Emergency Department,4759,4543,216,6,0,FALSE
2017-03-01,2017,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,9959,9546,413,66,5,FALSE
2017-03-01,2017,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,4652,4547,105,0,0,FALSE
2017-03-01,2017,Orkney,R103H,The Balfour,Emergency Department,477,465,12,0,0,FALSE
2017-03-01,2017,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,591,574,17,0,0,FALSE
2017-03-01,2017,Tayside,T101H,Ninewells Hospital,Emergency Department,3986,3934,52,1,0,FALSE
2017-03-01,2017,Tayside,T202H,Perth Royal Infirmary,Emergency Department,2090,2024,66,2,0,FALSE
2017-03-01,2017,Tayside,T205H,St Margaret's Hospital,Minor Injury Unit or Other,38,38,0,0,0,FALSE
2017-03-01,2017,Tayside,T209H,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,284,280,4,0,0,FALSE
2017-03-01,2017,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,1102,1101,1,0,0,FALSE
2017-03-01,2017,Tayside,T305H,Brechin Infirmary,Minor Injury Unit or Other,181,181,0,0,0,FALSE
2017-03-01,2017,Tayside,T316H,Crieff Community Hospital,Minor Injury Unit or Other,88,88,0,0,0,FALSE
2017-03-01,2017,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,545,545,0,0,0,FALSE
2017-03-01,2017,Tayside,T320H,Pitlochry Community Hospital,Minor Injury Unit or Other,164,164,0,0,0,FALSE
2017-03-01,2017,Tayside,T357C,NA,Minor Injury Unit or Other,383,383,0,0,0,FALSE
2017-03-01,2017,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,35,35,0,0,0,FALSE
2017-03-01,2017,Western Isles,W107H,Western Isles Hospital,Emergency Department,511,506,5,0,0,FALSE
2017-03-01,2017,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,122,122,0,0,0,FALSE
2017-04-01,2017,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,230,224,6,0,0,FALSE
2017-04-01,2017,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,79,79,0,0,0,FALSE
2017-04-01,2017,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,5797,5540,257,20,3,FALSE
2017-04-01,2017,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,3850,3719,131,10,0,FALSE
2017-04-01,2017,Ayrshire and Arran,A216H,Girvan Community Hospital,Minor Injury Unit or Other,84,84,0,0,0,FALSE
2017-04-01,2017,Borders,B103H,The Knoll Hospital,Minor Injury Unit or Other,8,8,0,0,0,FALSE
2017-04-01,2017,Borders,B105H,Hawick Community  Hospital,Minor Injury Unit or Other,68,68,0,0,0,FALSE
2017-04-01,2017,Borders,B114H,Kelso Hospital,Minor Injury Unit or Other,6,6,0,0,0,FALSE
2017-04-01,2017,Borders,B118H,Hay Lodge Hospital,Minor Injury Unit or Other,39,39,0,0,0,FALSE
2017-04-01,2017,Borders,B120H,Borders General Hospital,Emergency Department,2567,2395,172,7,0,FALSE
2017-04-01,2017,Dumfries and Galloway,Y101H,Castle Douglas Community Hospital,Minor Injury Unit or Other,18,18,0,0,0,FALSE
2017-04-01,2017,Dumfries and Galloway,Y106H,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,32,32,0,0,0,FALSE
2017-04-01,2017,Dumfries and Galloway,Y109H,Moffat Community Hospital,Minor Injury Unit or Other,3,3,0,0,0,FALSE
2017-04-01,2017,Dumfries and Galloway,Y110H,Newton Stewart Hospital,Minor Injury Unit or Other,13,13,0,0,0,FALSE
2017-04-01,2017,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,1028,980,48,2,1,FALSE
2017-04-01,2017,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,3079,2870,209,1,0,FALSE
2017-04-01,2017,Fife,F704H,Victoria Hospital,Emergency Department,5375,4852,523,61,10,FALSE
2017-04-01,2017,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,128,128,0,0,0,FALSE
2017-04-01,2017,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,225,225,0,0,0,FALSE
2017-04-01,2017,Fife,F805H,Queen Margaret Hospital,Minor Injury Unit or Other,1818,1817,1,1,1,FALSE
2017-04-01,2017,Forth Valley,V201H,Stirling Community Hospital,Minor Injury Unit or Other,1438,1433,5,0,0,FALSE
2017-04-01,2017,Forth Valley,V217H,Forth Valley Royal Hospital,Emergency Department,5476,4851,625,11,0,FALSE
2017-04-01,2017,Grampian,N101H,Aberdeen Royal Infirmary,Emergency Department,4739,4393,346,9,0,FALSE
2017-04-01,2017,Grampian,N121H,Royal Aberdeen Children's Hospital,Emergency Department,1262,1245,17,0,0,FALSE
2017-04-01,2017,Grampian,N151H,Aboyne Hospital,Minor Injury Unit or Other,99,99,0,0,0,FALSE
2017-04-01,2017,Grampian,N331H,Inverurie Hospital,Minor Injury Unit or Other,9,9,0,0,0,FALSE
2017-04-01,2017,Grampian,N332H,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,26,26,0,0,0,FALSE
2017-04-01,2017,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,1315,1315,0,0,0,FALSE
2017-04-01,2017,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,705,703,2,0,0,FALSE
2017-04-01,2017,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,233,232,1,0,0,FALSE
2017-04-01,2017,Grampian,N336H,Turriff Cottage Hospital,Minor Injury Unit or Other,192,192,0,0,0,FALSE
2017-04-01,2017,Grampian,N337H,Chalmers Hospital,Minor Injury Unit or Other,260,252,8,0,0,FALSE
2017-04-01,2017,Grampian,N411H,Dr Gray's Hospital,Emergency Department,2071,2012,59,1,1,FALSE
2017-04-01,2017,Grampian,N431H,Seafield Hospital,Minor Injury Unit or Other,55,55,0,0,0,FALSE
2017-04-01,2017,Grampian,N432H,Stephen Cottage Hospital,Minor Injury Unit or Other,17,17,0,0,0,FALSE
2017-04-01,2017,Grampian,N433H,Turner Memorial Hospital,Minor Injury Unit or Other,88,88,0,0,0,FALSE
2017-04-01,2017,Grampian,N451H,Fleming Cottage Hospital,Minor Injury Unit or Other,19,19,0,0,0,FALSE
2017-04-01,2017,Grampian,N494H,Kincardine Community Hospital,Minor Injury Unit or Other,96,96,0,0,0,FALSE
2017-04-01,2017,Grampian,N683C,NA,Minor Injury Unit or Other,24,24,0,0,0,FALSE
2017-04-01,2017,Greater Glasgow and Clyde,C206H,Vale of Leven General Hospital,Minor Injury Unit or Other,1424,1380,44,0,0,FALSE
2017-04-01,2017,Greater Glasgow and Clyde,C313H,Inverclyde Royal Hospital,Emergency Department,2716,2543,173,4,0,FALSE
2017-04-01,2017,Greater Glasgow and Clyde,C418H,Royal Alexandra Hospital,Emergency Department,5575,5052,523,29,0,FALSE
2017-04-01,2017,Greater Glasgow and Clyde,G107H,Glasgow Royal Infirmary,Emergency Department,7707,6405,1302,61,1,FALSE
2017-04-01,2017,Greater Glasgow and Clyde,G207H,Stobhill Hospital,Minor Injury Unit or Other,1714,1711,3,0,0,FALSE
2017-04-01,2017,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Minor Injury Unit or Other,2703,2703,0,0,0,FALSE
2017-04-01,2017,Greater Glasgow and Clyde,G405H,Queen Elizabeth University Hospital,Emergency Department,8233,6553,1680,117,3,FALSE
2017-04-01,2017,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,4918,4889,29,0,0,FALSE
2017-04-01,2017,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,634,634,0,0,0,FALSE
2017-04-01,2017,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,100,100,0,0,0,FALSE
2017-04-01,2017,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,340,337,3,0,0,FALSE
2017-04-01,2017,Highland,C121H,Lorn & Islands Hospital,Emergency Department,641,629,12,3,1,FALSE
2017-04-01,2017,Highland,C122H,Campbeltown Hospital,Minor Injury Unit or Other,460,460,0,0,0,FALSE
2017-04-01,2017,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,168,168,0,0,0,FALSE
2017-04-01,2017,Highland,H103H,Caithness General Hospital,Emergency Department,558,540,18,2,1,FALSE
2017-04-01,2017,Highland,H106H,Lawson Memorial Hospital,Minor Injury Unit or Other,42,42,0,0,0,FALSE
2017-04-01,2017,Highland,H202H,Raigmore Hospital,Emergency Department,2800,2595,205,7,0,FALSE
2017-04-01,2017,Highland,H208H,Nairn Town and County Hospital,Minor Injury Unit or Other,414,414,0,0,0,FALSE
2017-04-01,2017,Highland,H210H,Ian Charles Community Hospital,Minor Injury Unit or Other,60,60,0,0,0,FALSE
2017-04-01,2017,Highland,H212H,Belford Hospital,Emergency Department,751,731,20,2,0,FALSE
2017-04-01,2017,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,364,364,0,0,0,FALSE
2017-04-01,2017,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,209,209,0,0,0,FALSE
2017-04-01,2017,Highland,H217H,Ross Memorial Hospital,Minor Injury Unit or Other,9,9,0,0,0,FALSE
2017-04-01,2017,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,102,102,0,0,0,FALSE
2017-04-01,2017,Highland,H224H,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,388,383,5,0,0,FALSE
2017-04-01,2017,Highland,H227B,NA,Minor Injury Unit or Other,109,109,0,0,0,FALSE
2017-04-01,2017,Highland,H227H,Mull and Iona Community Hospital,Minor Injury Unit or Other,128,128,0,0,0,FALSE
2017-04-01,2017,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,5695,5422,273,5,0,FALSE
2017-04-01,2017,Lanarkshire,L206H,Kello Hospital,Minor Injury Unit or Other,69,69,0,0,0,FALSE
2017-04-01,2017,Lanarkshire,L207H,Lady Home Cottage Hospital,Minor Injury Unit or Other,99,99,0,0,0,FALSE
2017-04-01,2017,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,5293,4802,491,87,27,FALSE
2017-04-01,2017,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,5523,4939,584,79,16,FALSE
2017-04-01,2017,Lothian,S108H,Edington Cottage Hospital,Minor Injury Unit or Other,157,157,0,0,0,FALSE
2017-04-01,2017,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,3736,3417,319,33,7,FALSE
2017-04-01,2017,Lothian,S308H,St John's Hospital,Emergency Department,4560,4414,146,7,0,FALSE
2017-04-01,2017,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,9711,9189,522,128,27,FALSE
2017-04-01,2017,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,4132,4060,72,1,0,FALSE
2017-04-01,2017,Orkney,R103H,The Balfour,Emergency Department,521,497,24,0,0,FALSE
2017-04-01,2017,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,619,603,16,0,0,FALSE
2017-04-01,2017,Tayside,T101H,Ninewells Hospital,Emergency Department,4149,4071,78,0,0,FALSE
2017-04-01,2017,Tayside,T202H,Perth Royal Infirmary,Emergency Department,2074,2019,55,1,0,FALSE
2017-04-01,2017,Tayside,T205H,St Margaret's Hospital,Minor Injury Unit or Other,37,37,0,0,0,FALSE
2017-04-01,2017,Tayside,T209H,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,280,279,1,0,0,FALSE
2017-04-01,2017,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,1302,1302,0,0,0,FALSE
2017-04-01,2017,Tayside,T305H,Brechin Infirmary,Minor Injury Unit or Other,211,211,0,0,0,FALSE
2017-04-01,2017,Tayside,T316H,Crieff Community Hospital,Minor Injury Unit or Other,114,114,0,0,0,FALSE
2017-04-01,2017,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,540,540,0,0,0,FALSE
2017-04-01,2017,Tayside,T320H,Pitlochry Community Hospital,Minor Injury Unit or Other,215,215,0,0,0,FALSE
2017-04-01,2017,Tayside,T357C,NA,Minor Injury Unit or Other,466,466,0,0,0,FALSE
2017-04-01,2017,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,53,53,0,0,0,FALSE
2017-04-01,2017,Western Isles,W107H,Western Isles Hospital,Emergency Department,532,529,3,0,0,FALSE
2017-04-01,2017,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,147,147,0,0,0,FALSE
2017-05-01,2017,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,276,271,5,0,0,FALSE
2017-05-01,2017,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,119,119,0,0,0,FALSE
2017-05-01,2017,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,6507,6117,390,52,11,FALSE
2017-05-01,2017,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,4257,4127,130,10,1,FALSE
2017-05-01,2017,Ayrshire and Arran,A216H,Girvan Community Hospital,Minor Injury Unit or Other,110,110,0,0,0,FALSE
2017-05-01,2017,Borders,B103H,The Knoll Hospital,Minor Injury Unit or Other,9,9,0,0,0,FALSE
2017-05-01,2017,Borders,B105H,Hawick Community  Hospital,Minor Injury Unit or Other,106,106,0,0,0,FALSE
2017-05-01,2017,Borders,B114H,Kelso Hospital,Minor Injury Unit or Other,11,11,0,0,0,FALSE
2017-05-01,2017,Borders,B118H,Hay Lodge Hospital,Minor Injury Unit or Other,73,73,0,0,0,FALSE
2017-05-01,2017,Borders,B120H,Borders General Hospital,Emergency Department,2678,2490,188,13,1,FALSE
